id,date,age,order,condition,stage,trial,sub_trial,probe,lure,stim_cols,stim_oris,trial_time,judgement,target_ori,response_ori,non_target_1,non_target_2
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,16,3,orange,blue,cyan-green-orange,57.0-142.0-161.0,7.103094,0,161,138.0,57.0,142.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,17,3,pink,blue,red-pink-green,122.0-148.0-163.0,8.311554,1,148,151.0,122.0,163.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,18,3,yellow,blue,orange-yellow-pink,156.0-112.0-128.0,6.916059,1,112,149.0,156.0,128.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,19,3,red,purple,cyan-blue-red,73.0-103.0-160.0,8.394637,1,160,136.0,73.0,103.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,20,3,red,cyan,purple-green-red,113.0-36.0-173.0,9.123847,1,173,133.0,113.0,36.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,21,3,yellow,orange,green-pink-yellow,144.0-77.0-39.0,7.166189,1,39,23.0,144.0,77.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,22,3,blue,green,red-yellow-blue,86.0-109.0-25.0,6.874428,1,25,41.0,86.0,109.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,23,3,purple,red,pink-purple-green,6.0-130.0-174.0,7.311913,1,130,108.0,6.0,174.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,24,3,yellow,cyan,purple-yellow-red,23.0-120.0-48.0,8.692078,1,120,67.0,23.0,48.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,25,3,pink,cyan,pink-green-purple,147.0-55.0-32.0,8.157212,1,147,124.0,55.0,32.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,26,3,green,orange,purple-red-green,151.0-125.0-79.0,8.965412,1,79,66.0,151.0,125.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,27,3,blue,red,blue-yellow-purple,82.0-130.0-57.0,7.660272,1,82,49.0,130.0,57.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,28,3,orange,yellow,orange-pink-cyan,80.0-123.0-167.0,7.395095,0,80,51.0,123.0,167.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,29,3,red,green,yellow-pink-red,6.0-74.0-62.0,8.103764,1,62,65.0,6.0,74.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,30,3,cyan,yellow,green-cyan-purple,78.0-169.0-38.0,8.061652,1,169,155.0,78.0,38.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,31,3,orange,cyan,orange-blue-purple,6.0-142.0-55.0,8.603155,1,6,18.0,142.0,55.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,32,3,yellow,orange,pink-cyan-yellow,174.0-103.0-154.0,7.915299,1,154,159.0,174.0,103.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,33,3,purple,green,cyan-yellow-purple,39.0-158.0-114.0,8.103436,1,114,60.0,39.0,158.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,34,3,cyan,pink,cyan-orange-red,179.0-54.0-23.0,8.061467,1,179,170.0,54.0,23.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,35,3,green,yellow,pink-cyan-green,96.0-22.0-58.0,7.77011,1,58,58.0,96.0,22.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,36,3,orange,red,cyan-orange-yellow,53.0-72.0-178.0,7.123776,1,72,54.0,53.0,178.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,37,3,blue,pink,blue-purple-cyan,159.0-41.0-3.0,8.165764,1,159,162.0,41.0,3.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,38,3,cyan,purple,green-cyan-red,124.0-168.0-43.0,7.918033,1,168,147.0,124.0,43.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,39,3,purple,red,purple-blue-pink,15.0-1.0-141.0,9.082283,1,15,6.0,1.0,141.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,40,3,red,purple,orange-red-yellow,7.0-101.0-136.0,6.499303,1,101,105.0,7.0,136.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,41,3,orange,yellow,green-red-orange,21.0-141.0-131.0,7.352856,1,131,140.0,21.0,141.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,42,3,yellow,cyan,blue-purple-yellow,94.0-24.0-83.0,6.686424,1,83,80.0,94.0,24.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,43,3,blue,red,yellow-cyan-blue,16.0-147.0-26.0,8.874013,1,26,170.0,16.0,147.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,44,3,orange,purple,orange-yellow-blue,127.0-47.0-107.0,6.957286,1,127,137.0,47.0,107.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,45,3,purple,red,yellow-pink-purple,1.0-64.0-165.0,7.207666,0,165,147.0,1.0,64.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,46,3,green,yellow,green-purple-cyan,17.0-28.0-106.0,7.394531,1,17,58.0,28.0,106.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,47,3,yellow,red,yellow-cyan-blue,158.0-67.0-14.0,7.16475,1,158,165.0,67.0,14.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,48,3,cyan,yellow,green-cyan-orange,20.0-118.0-43.0,6.874117,1,118,128.0,20.0,43.0
precision_11,2016_Nov_25_1532,19,SP-SD,single,test,49,3,green,pink,red-green-cyan,55.0-105.0-90.0,6.457534,1,105,116.0,55.0,90.0
