"id","sequence","condition","cuing_interval","task","response","target","nt1","nt2","nt3"
"1_short","repetition","pure","short","colour",56.03677231,82,238.6,150.5,318
"1_short","repetition","pure","short","colour",47.42927332,50.8,179.6,309.6,354.1
"1_short","repetition","pure","short","colour",173.1872191,160,27.1,333.6,264.8
"1_short","repetition","pure","short","colour",268.7491992,270.4,191.1,88.7,137.7
"1_short","repetition","pure","short","colour",60.56151033,163.7,76.4,245.3,352.1
"1_short","repetition","pure","short","colour",174.644175,148.7,284.2,71.5,5.5
"1_short","repetition","pure","short","colour",239.5983727,224.9,103.8,159.1,11.5
"1_short","repetition","pure","short","colour",216.8197701,213.3,275.8,104.5,22.7
"1_short","repetition","pure","short","colour",275.3321589,269.6,76.2,172.8,127.3
"1_short","repetition","pure","short","colour",172.1207218,163.3,281.5,350.5,39.8
"1_short","repetition","pure","short","colour",102.2952664,107.5,54.5,329.4,10.3
"1_short","repetition","pure","short","colour",158.9988904,152.7,359.9,95,274.6
"1_short","repetition","pure","short","colour",140.5386375,140.2,81,346.5,264
"1_short","repetition","pure","short","colour",5.511477416,17.7,202.6,157.8,60.8
"1_short","repetition","pure","short","colour",296.7871267,318.2,21.5,262.4,205.1
"1_short","repetition","pure","short","colour",243.5457722,222.6,137.1,284,62.8
"1_short","repetition","pure","short","colour",272.2804853,258.1,34.7,131.2,310.5
"1_short","repetition","pure","short","colour",335.7836546,325.3,156.8,93.9,262.4
"1_short","repetition","pure","short","colour",358.5185428,348.3,141.1,289.8,224.5
"1_short","repetition","pure","short","colour",338.3340413,335.1,221.6,266.8,38.2
"1_short","repetition","pure","short","colour",30.83783194,119,65.2,224.4,351.8
"1_short","repetition","pure","short","colour",267.2378717,261.3,355.9,110.3,60.9
"1_short","repetition","pure","short","colour",25.07441934,22,224,62.1,330.3
"1_short","repetition","pure","short","colour",280.4562506,268.6,335.6,40.7,123
"1_short","repetition","pure","short","colour",23.01475442,32.5,108.5,169.1,247.9
"1_short","repetition","pure","short","colour",330.4683397,324.6,80.4,245.9,10.2
"1_short","repetition","pure","short","colour",221.6542088,196,3.8,52.1,153.3
"1_short","repetition","pure","short","colour",233.6261573,229.7,343.2,124.2,75.5
"1_short","repetition","pure","short","colour",226.5765501,216.8,155.1,71.7,347.6
"1_short","repetition","pure","short","colour",57.9404364,86.3,347.7,186,288.3
"1_short","repetition","pure","short","colour",107.9873347,103.1,302.9,49.7,260.7
"1_short","repetition","pure","short","colour",175.2363583,173,4,53.1,121.6
"1_short","repetition","pure","short","colour",247.4739395,221,281.8,76.8,167
"1_short","repetition","pure","short","colour",276.0617888,269,333.4,60.8,184
"1_short","repetition","pure","short","colour",343.1785901,4.3,265.3,213.4,313.1
"1_short","repetition","pure","short","colour",271.5207697,292.9,171.8,244.4,110.1
"1_short","repetition","pure","short","colour",330.1062988,314.9,185.9,238,66.1
"1_short","repetition","pure","short","colour",61.11341823,95.9,358.4,144,209.4
"1_short","repetition","pure","short","colour",175.8777022,181.9,297.7,244,97.6
"1_short","repetition","pure","short","colour",271.2399748,277.5,190.1,321.7,59.2
"1_short","repetition","pure","short","colour",271.2508008,272,15.9,85.1,320.1
"1_short","repetition","pure","short","colour",272.1475854,276.8,113.9,39.6,317.9
"1_short","repetition","pure","short","colour",215.9914963,158.9,57.7,280.9,223.8
"1_short","repetition","pure","short","colour",60.65578196,66.6,339.7,204.8,139
"1_short","repetition","pure","short","colour",192.3624924,151.7,295.6,348,205.6
"1_short","repetition","pure","short","colour",47.27661498,60.5,297.4,253.2,169.5
"1_short","repetition","pure","short","colour",249.6858353,239.4,337.4,291.2,52.9
"1_short","repetition","pure","short","colour",242.0000945,249.3,97.2,190.3,337.8
"1_short","repetition","pure","short","colour",181.4943336,179.1,228.7,309.4,18.3
"1_short","repetition","pure","short","colour",238.8260618,71.8,118.4,305.6,248.2
"1_short","repetition","pure","short","colour",210.4397244,196.9,252.9,49.9,130.2
"1_short","repetition","pure","short","colour",355.2775931,1.3,185.9,46.7,270.9
"1_short","repetition","pure","short","colour",303.7585212,306.7,177.8,33.9,263.8
"1_short","repetition","pure","short","colour",251.3330857,244.7,69.1,126.4,290.5
"1_short","repetition","pure","short","colour",180,164.4,313.6,232.5,51.7
"1_short","repetition","pure","short","colour",332.8732435,338.8,231.6,94,19.3
"1_short","repetition","pure","short","colour",57.73524428,75,352,194.5,277.7
"1_short","repetition","pure","short","colour",250.7802266,244.2,315.5,134.5,178.4
"1_short","repetition","pure","short","colour",21.07272662,24.8,89.7,329.6,180.6
"1_short","repetition","pure","short","colour",25.24052926,3.3,69.5,213.2,112.7
"1_short","repetition","pure","short","colour",28.47047026,39.3,328.7,148.3,227.6
"1_short","repetition","pure","short","colour",14.27672801,342.1,275.3,60.7,188.5
"1_short","repetition","pure","short","colour",355.9504183,20.1,190.1,237.7,299.6
"1_short","repetition","pure","short","colour",175.7358367,184.8,290.6,354.7,93.1
"3_short","switch","pure","short","colour",344.5695313,350.4,91.6,163.8,230.2
"3_short","repetition","pure","short","colour",310.8403577,14.8,271.8,56.7,185.8
"3_short","repetition","pure","short","colour",99.78240703,140.7,335.5,67.9,17.6
"3_short","repetition","pure","short","colour",12.97533178,142.9,322.8,184.8,73.4
"3_short","repetition","pure","short","colour",325.2108677,21.8,82.3,217.9,165.1
"3_short","repetition","pure","short","colour",343.749662,24.1,228.8,321.3,161.1
"3_short","repetition","pure","short","colour",129.2894069,44,85,140.8,3.5
"3_short","repetition","pure","short","colour",294.8636966,272.8,197.8,48.1,2.1
"3_short","repetition","pure","short","colour",311.4759714,287.6,163.1,36.3,353.7
"3_short","repetition","pure","short","colour",35.68711871,70.4,192.6,271.6,327.2
"3_short","repetition","pure","short","colour",116.211378,60.9,183.2,279.1,228.9
"3_short","repetition","pure","short","colour",183.3384705,191.4,48.7,135.5,320.9
"3_short","repetition","pure","short","colour",116.7849955,101.8,297.2,352.6,216.1
"3_short","repetition","pure","short","colour",231.3771806,285.4,185.7,53.9,235.3
"3_short","repetition","pure","short","colour",333.1160517,283.9,149,58.3,333.9
"3_short","repetition","pure","short","colour",358.7862879,344.2,38.5,301.4,210.2
"3_short","repetition","pure","short","colour",241.0490048,68.1,16.4,201.4,117.9
"3_short","repetition","pure","short","colour",102.1809161,196.6,91.2,270.5,10.1
"3_short","repetition","pure","short","colour",54.047572,26.4,144.1,225.2,306.7
"3_short","repetition","pure","short","colour",113.3295521,20.2,60.4,175.4,306.7
"3_short","repetition","pure","short","colour",313.4881457,31.6,270.4,87.1,215.7
"3_short","repetition","pure","short","colour",220.0382093,49.3,238.7,282.3,326.3
"3_short","repetition","pure","short","colour",233.8579588,249.1,66.1,121.3,332.5
"3_short","repetition","pure","short","colour",348.4398692,354,298.7,227.6,45.4
"3_short","repetition","pure","short","colour",12.86079306,96.4,207.9,154.4,270.7
"3_short","repetition","pure","short","colour",233.3760055,245.1,139.6,351.4,39.7
"3_short","repetition","pure","short","colour",26.33992157,150.2,246.6,201.4,95.6
"3_short","repetition","pure","short","colour",305.8603849,68.7,294.4,343.4,135.9
"3_short","repetition","pure","short","colour",239.2158535,12.7,317.8,106.3,182.5
"3_short","repetition","pure","short","colour",123.9632277,125.7,167.1,233.9,16.6
"3_short","repetition","pure","short","colour",305.7935878,7.7,49.1,295.8,190.4
"3_short","repetition","pure","short","colour",355.679195,349.1,283.3,212.2,170.9
"3_short","repetition","pure","short","colour",181.0276168,210.6,252.6,64.8,164.4
"3_short","repetition","pure","short","colour",181.0322447,166.1,218.1,50.8,284.4
"3_short","repetition","pure","short","colour",310.7108467,116.7,234.8,23.9,284.6
"3_short","repetition","pure","short","colour",106.6069806,271.9,59.7,182.6,229.6
"3_short","repetition","pure","short","colour",158.6490198,146.1,295.9,95.1,37.8
"3_short","repetition","pure","short","colour",53.1813508,352,178.8,126,306.9
"3_short","repetition","pure","short","colour",309.0819396,129.3,201.7,82.7,359.1
"3_short","repetition","pure","short","colour",38.65980825,125.5,290.1,6.7,72.6
"3_short","repetition","pure","short","colour",189.374647,114.5,176.2,50.9,262.8
"3_short","repetition","pure","short","colour",24.92847414,57,312.7,168.5,1.1
"3_short","repetition","pure","short","colour",0.254646232,5.4,289,54.7,161.7
"3_short","repetition","pure","short","colour",202.9407935,194.3,16.3,91.2,314.9
"3_short","repetition","pure","short","colour",139.5958877,80.1,338.4,174.5,290.5
"3_short","repetition","pure","short","colour",26.02959219,343.8,193.9,274.2,80.6
"3_short","repetition","pure","short","colour",353.7965521,166.9,209.3,82,299.1
"3_short","repetition","pure","short","colour",31.6571663,150.6,319.5,74.9,215.8
"3_short","repetition","pure","short","colour",138.7461621,121,214.4,45.1,282.9
"3_short","repetition","pure","short","colour",352.1207218,341.3,185.4,74.8,22.5
"3_short","repetition","pure","short","colour",244.3407355,126.7,195.3,7.5,53.1
"3_short","repetition","pure","short","colour",241.5479797,213,269.5,25.4,136.5
"3_short","repetition","pure","short","colour",311.4012319,147.5,106.3,27.6,190.8
"3_short","repetition","pure","short","colour",311.1627379,295.3,187.1,116.1,50.5
"3_short","repetition","pure","short","colour",82.34229031,111.5,48,328.9,162
"3_short","repetition","pure","short","colour",234.7470901,234.2,152,76.7,355.6
"3_short","repetition","pure","short","colour",238.1340223,222.7,17.6,172.9,319.1
"3_short","repetition","pure","short","colour",356.5398168,313.4,245.2,92.3,5
"3_short","repetition","pure","short","colour",231.4524629,230.8,189.8,80.7,290.3
"3_short","repetition","pure","short","colour",118.1272761,132.8,183.8,59.5,334.2
"3_short","repetition","pure","short","colour",232.5299268,174.2,134,0,265.4
"3_short","repetition","pure","short","colour",231.3401917,255.5,301.4,27.1,161.1
"3_short","repetition","pure","short","colour",229.2678933,196.6,68.6,250.3,346.8
"3_short","repetition","pure","short","colour",126.9173672,95.9,295.8,251.4,338.1
"3_short","repetition","pure","short","colour",231.4588164,235.5,149.7,67.7,13.5
"3_short","repetition","pure","short","colour",307.8346913,323.8,186.5,87.8,261.8
"3_short","repetition","pure","short","colour",302.8086635,317.5,62.2,5.1,184.9
"3_short","repetition","pure","short","colour",238.9093896,141.2,315.7,60.9,206
"3_short","repetition","pure","short","colour",312.0598998,336.6,147.4,220.4,277.4
"3_short","repetition","pure","short","colour",177.8343847,213.8,86.3,263.9,342.9
"3_short","repetition","pure","short","colour",96.81278086,148.5,1.8,314.5,195.8
"3_short","repetition","pure","short","colour",46.16913933,37.1,219.2,269.3,148.5
"3_short","repetition","pure","short","colour",34.52138688,60.2,195,106,322
"3_short","repetition","pure","short","colour",355.1300583,347.5,127.2,186.4,304.9
"3_short","repetition","pure","short","colour",309.1875176,269.2,221,174.3,2.7
"3_short","repetition","pure","short","colour",352.9063271,341.4,73.8,274,134
"3_short","repetition","pure","short","colour",304.1669536,240.3,89.2,318.1,191
"3_short","repetition","pure","short","colour",301.2492136,287.3,359.3,76.5,181.9
"3_short","repetition","pure","short","colour",239.3904632,321.3,269.4,159.8,103.3
"3_short","repetition","pure","short","colour",15.27756123,23.4,281.5,221.8,168.1
"3_short","repetition","pure","short","colour",338.5121687,91.7,189.4,40.5,315.7
"3_short","repetition","pure","short","colour",275.9415198,169,98.8,57.7,277.1
"3_short","repetition","pure","short","colour",145.5039489,136,181.7,325,82.4
"3_short","repetition","pure","short","colour",22.67408807,40.8,237,196.9,359.3
"3_short","repetition","pure","short","colour",88.55587447,146.3,87.4,46.1,300.5
"3_short","repetition","pure","short","colour",260.1120112,113.3,350.1,186,43.2
"3_short","repetition","pure","short","colour",236.8702645,328.6,211.9,149.6,48.4
"3_short","repetition","pure","short","colour",181.5008561,172.2,29.9,72.1,121.7
"3_short","repetition","pure","short","colour",20.31416474,358.9,96.1,274.3,173.9
"3_short","repetition","pure","short","colour",319.2426573,263.2,37.2,96,145.2
"3_short","repetition","pure","short","colour",253.5399852,158.1,13.9,262.1,220.6
"3_short","repetition","pure","short","colour",95.58450228,165.7,100.9,216.6,42.1
"3_short","repetition","pure","short","colour",239.5110595,226.6,153.9,30,325.3
"3_short","repetition","pure","short","colour",20.43748195,5.8,177.7,72.5,302
"3_short","repetition","pure","short","colour",223.6279084,197.8,45.3,94.5,282.6
"3_short","repetition","pure","short","colour",17.48799738,343.9,268.9,72.1,212.8
"3_short","repetition","pure","short","colour",18.60006589,17,76.2,204.3,316.2
"3_short","repetition","pure","short","colour",262.5575588,255.8,52.4,159.3,116.2
"3_short","repetition","pure","short","colour",33.40782459,58.9,18.4,117.9,232.7
"3_short","repetition","pure","short","colour",237.4074185,242.3,285.6,117.7,64.2
"2_short","switch","pure","short","colour",125.7130725,60.2,138,259.2,339.7
"2_short","repetition","pure","short","colour",127.6688846,23.9,234.7,333.3,177
"2_short","repetition","pure","short","colour",228.7844799,290.6,242.6,182,102.6
"2_short","repetition","pure","short","colour",41.02511145,24.9,231.9,130.7,82.5
"2_short","repetition","pure","short","colour",132.5389453,89.9,40.4,235.8,281
"2_short","repetition","pure","short","colour",225.5562522,175,315.3,267.9,96.2
"2_short","repetition","pure","short","colour",291.4311673,335,221.2,174.5,278.1
"2_short","repetition","pure","short","colour",289.1887972,307.9,25.8,140,250.9
"2_short","repetition","pure","short","colour",348.1500205,30.5,275.7,320.6,158.7
"2_short","repetition","pure","short","colour",178.743715,154.3,39.9,315.7,196.5
"2_short","repetition","pure","short","colour",226.2042384,345.3,293.3,106.2,205.6
"2_short","repetition","pure","short","colour",133.6754781,100.5,236.5,42.6,158.7
"2_short","repetition","pure","short","colour",55.16685851,281.7,64.3,323.2,170.8
"2_short","repetition","pure","short","colour",289.8281338,278.8,183.7,45.8,238.1
"2_short","repetition","pure","short","colour",119.6148116,61.6,301.3,110.9,242.4
"2_short","repetition","pure","short","colour",217.4952675,47.5,249.6,161.6,205.4
"2_short","repetition","pure","short","colour",291.5158847,184.2,143.3,345.4,58
"2_short","repetition","pure","short","colour",261.1581854,229.6,178.8,320.2,83.6
"2_short","repetition","pure","short","colour",89.51853419,85.3,198.7,246.2,153.2
"2_short","repetition","pure","short","colour",211.2492136,221.9,14.1,141.5,94.5
"2_short","repetition","pure","short","colour",284.848452,315.8,239.7,193.2,100.2
"2_short","repetition","pure","short","colour",200.4151311,177,135.2,223.5,71.8
"2_short","repetition","pure","short","colour",21.8491162,354,57.1,227.5,171.9
"2_short","repetition","pure","short","colour",190.3262095,187.4,300.1,230.8,125.8
"2_short","repetition","pure","short","colour",223.3153157,235.6,86.5,344,135.8
"2_short","repetition","pure","short","colour",222.7908724,233.5,317.6,13.8,164.1
"2_short","repetition","pure","short","colour",289.6894004,192.4,0.9,99.1,314
"2_short","repetition","pure","short","colour",272.1409014,60.8,106.5,248.1,161.7
"2_short","repetition","pure","short","colour",279.920013,266.9,327.6,126.7,33.2
"2_short","repetition","pure","short","colour",279.920013,150.1,275.2,75.5,332.3
"2_short","repetition","pure","short","colour",164.5440009,154.4,323.5,102.6,258.4
"2_short","repetition","pure","short","colour",173.7655199,166,237.3,341.5,96.2
"2_short","repetition","pure","short","colour",219.8978347,211.7,166.3,11.7,314.8
"2_short","repetition","pure","short","colour",279.6705182,165.5,325.8,33,236.6
"2_short","repetition","pure","short","colour",213.8930033,28.7,209.4,102.5,293
"2_short","repetition","pure","short","colour",25.50413949,303.1,53.8,143.4,256
"2_short","repetition","pure","short","colour",310.0302593,327,54.7,256.8,161.4
"2_short","repetition","pure","short","colour",288.1854768,9.2,143.4,269.5,201
"2_short","repetition","pure","short","colour",63.10692313,81.5,273.2,341.1,163.6
"2_short","repetition","pure","short","colour",332.5344999,332.2,128.4,264.3,62.6
"2_short","repetition","pure","short","colour",174.8278392,346,118.9,292.7,166.9
"2_short","repetition","pure","short","colour",35.33643905,25.7,258.3,312,191.3
"2_short","repetition","pure","short","colour",220.6777229,247.3,147,293.7,37.1
"2_short","repetition","pure","short","colour",282.2331942,343.5,217.2,115.2,73.2
"2_short","repetition","pure","short","colour",252.1649851,215.2,119.8,343.7,290.3
"2_short","repetition","pure","short","colour",57.23611151,56.1,122.7,298.4,249.7
"2_short","repetition","pure","short","colour",61.54797969,23.5,321.7,89.5,212.1
"2_short","repetition","pure","short","colour",284.4066852,27.2,237.9,326.1,170
"2_short","repetition","pure","short","colour",221.5106751,289.3,188.5,85.3,7
"2_short","repetition","pure","short","colour",174.2373671,185.9,268.3,115.5,337.8
"2_short","repetition","pure","short","colour",53.27905119,73.4,32.1,258,341.7
"2_short","repetition","pure","short","colour",58.0693179,54.8,4.9,291.6,146.6
"2_short","repetition","pure","short","colour",58.0693179,62.4,10.7,137.4,298
"2_short","repetition","pure","short","colour",14.84845202,106.9,290,194.5,9.6
"2_short","repetition","pure","short","colour",266.8361164,255.2,298.7,18.7,198.2
"2_short","repetition","pure","short","colour",171.0897191,173.4,67.5,296.6,228.8
"2_short","repetition","pure","short","colour",286.5043614,318.5,182.2,137.8,271.8
"2_short","repetition","pure","short","colour",142.7810462,164.7,217.9,111.5,54.4
"2_short","repetition","pure","short","colour",230.0956999,62.2,182.3,263.8,12.2
"2_short","repetition","pure","short","colour",288.9564825,0.6,271.9,178.3,137.7
"2_short","repetition","pure","short","colour",21.42228662,233.9,16.6,329.8,118.6
"2_short","repetition","pure","short","colour",84.89783475,111.1,320,169.9,210.6
"2_short","repetition","pure","short","colour",79.83087167,102.9,158.2,14.3,250.3
"2_short","repetition","pure","short","colour",215.952428,160.1,297.5,352.7,244.8
"2_short","repetition","pure","short","colour",282.9946168,150.3,15.6,281.1,74.4
"2_short","repetition","pure","short","colour",279.1091335,306.5,193.6,250.7,137.2
"2_short","repetition","pure","short","colour",213.9675268,208.4,32.2,99.5,340.5
"2_short","repetition","pure","short","colour",289.5883993,227.6,284.2,337.1,71.5
"2_short","repetition","pure","short","colour",9.420652558,351.4,275.1,216.9,135.3
"2_short","repetition","pure","short","colour",42.3895382,27.8,330.8,127.3,270.5
"2_short","repetition","pure","short","colour",140.5927354,144.4,217.5,306.7,258.2
"2_short","repetition","pure","short","colour",352.6809806,247.1,163.5,54.9,352.3
"2_short","repetition","pure","short","colour",233.0294953,113.9,353.7,192,48.6
"2_short","repetition","pure","short","colour",33.69006753,326.4,261.6,34.8,118
"2_short","repetition","pure","short","colour",222.575243,75.8,198.1,138,311
"2_short","repetition","pure","short","colour",149.4307759,270.3,9.8,315.1,155.5
"2_short","repetition","pure","short","colour",182.9425205,189,353.2,113.8,269.5
"2_short","repetition","pure","short","colour",224.6506398,83.5,12.7,329.8,208.5
"2_short","repetition","pure","short","colour",133.6360725,78.5,224.7,144.8,0.1
"2_short","repetition","pure","short","colour",135.8602323,220.1,176,264.4,130.1
"2_short","repetition","pure","short","colour",272.7621283,173.8,281.9,331.8,81.1
"2_short","repetition","pure","short","colour",164.9113692,52.7,197.8,105,275.3
"2_short","repetition","pure","short","colour",165.1663293,251.5,206.1,56.5,305.5
"2_short","repetition","pure","short","colour",358.5248982,131.1,64.6,259.2,340.9
"2_short","repetition","pure","short","colour",231.7772776,280.8,48.4,329.7,179
"2_short","repetition","pure","short","colour",39.67724929,39,225.3,346.4,298.1
"2_short","repetition","pure","short","colour",296.5650512,102.6,352.4,44.2,300.8
"2_short","repetition","pure","short","colour",71.94958084,82.7,224.1,322.8,132.7
"2_short","repetition","pure","short","colour",329.2810957,331.6,93.8,170.8,236.1
"2_short","repetition","pure","short","colour",330.6702982,333.2,52.3,179.3,133
"2_short","repetition","pure","short","colour",236.10057,207.4,274.2,334.5,108.9
"2_short","repetition","pure","short","colour",31.55879516,353.3,36.7,302.8,227.2
"2_short","repetition","pure","short","colour",46.57655006,108.9,197.2,22,339.4
"2_short","repetition","pure","short","colour",72.26469349,72,207,162.6,261.7
"2_short","repetition","pure","short","colour",166.8579989,64.4,288.6,105.9,355
"2_short","repetition","pure","short","colour",282.5542952,96.3,3.7,314.7,145.6
"2_short","repetition","pure","short","colour",240.9697253,212.9,277.5,5.9,152.6
"2_short","repetition","pure","short","colour",156.5409759,4.5,128.6,307,65.2
"2_short","repetition","pure","short","colour",327.5674428,300.4,111,160.9,205.2
"2_short","repetition","pure","short","colour",318.881376,314.1,189.9,11.4,143
"10_short","switch","pure","short","colour",30.66644974,224.9,3.6,282.3,101.4
"10_short","repetition","pure","short","colour",142.7335981,96.5,345.8,49.8,292.3
"10_short","repetition","pure","short","colour",238.8311771,226.7,154.3,280.3,73.1
"10_short","repetition","pure","short","colour",0.507029061,352.1,51,310,141.3
"10_short","repetition","pure","short","colour",285.1048491,25.2,291.2,331.8,117.3
"10_short","repetition","pure","short","colour",35.22918661,36.5,280.1,331.3,108
"10_short","repetition","pure","short","colour",176.8735055,198,118.3,54.6,11.5
"10_short","repetition","pure","short","colour",244.8922571,227.3,280.7,340.5,172.1
"10_short","repetition","pure","short","colour",97.05518606,122.5,317.6,14.4,205.8
"10_short","repetition","pure","short","colour",11.54926182,17.8,275.6,207.9,144.8
"10_short","repetition","pure","short","colour",179.0330744,202.1,114.9,52,317.2
"10_short","repetition","pure","short","colour",59.12100048,76.6,228.8,185,301.4
"10_short","repetition","pure","short","colour",304.9720912,305,193.2,235.5,1.7
"10_short","repetition","pure","short","colour",192.5575562,173.5,279,41.1,357.2
"10_short","repetition","pure","short","colour",10.51744579,314.6,47.9,209.2,162.8
"10_short","repetition","pure","short","colour",128.2227224,112.6,18.4,308.5,242.9
"10_short","repetition","pure","short","colour",63.43494882,82.9,301,199.6,245.3
"10_short","repetition","pure","short","colour",221.7920883,345,286,88.3,201
"10_short","repetition","pure","short","colour",119.5035103,122.5,183.5,5.9,74.5
"10_short","repetition","pure","short","colour",348.2614288,347.9,188.7,284.3,124.4
"10_short","repetition","pure","short","colour",218.8844964,227.3,90.2,163.9,22.2
"10_short","repetition","pure","short","colour",172.0506408,155.1,317.6,221.9,31.4
"10_short","repetition","pure","short","colour",113.7671077,95.1,2.3,195.9,314.8
"10_short","repetition","pure","short","colour",32.47119229,39.6,280.8,214.7,355.6
"10_short","repetition","pure","short","colour",101.0592964,123.2,31.2,201.5,277.7
"10_short","repetition","pure","short","colour",182.1839502,165.6,121.7,27.2,251
"10_short","repetition","pure","short","colour",1.677639466,359.3,94.3,214.7,305.8
"10_short","repetition","pure","short","colour",180.2616227,262.2,182,332.2,113.2
"10_short","repetition","pure","short","colour",179.5185342,165.9,58.5,313.9,103.7
"10_short","repetition","pure","short","colour",60.34684079,75.8,314.8,177.6,15.8
"10_short","repetition","pure","short","colour",285.7755808,284.1,89.1,174.9,19.4
"10_short","repetition","pure","short","colour",42.3895382,57.1,246.5,306.1,186.1
"10_short","repetition","pure","short","colour",119.2656805,138.5,301.8,356.6,185.2
"10_short","repetition","pure","short","colour",38.50505973,51.5,289.5,5.1,247.1
"10_short","repetition","pure","short","colour",241.0139588,226.6,330.9,63.7,177.8
"10_short","repetition","pure","short","colour",153.1005415,152.4,193.2,265.4,29.9
"10_short","repetition","pure","short","colour",243.7746431,225.1,49,332.4,276.7
"10_short","repetition","pure","short","colour",306.5014411,316.8,126.7,48.1,178.4
"10_short","repetition","pure","short","colour",124.9730732,84.1,168.6,247.3,331.3
"10_short","repetition","pure","short","colour",309.9575489,335.8,151.4,263.5,221
"10_short","repetition","pure","short","colour",240.3762512,259.4,301.2,157.1,14.5
"10_short","repetition","pure","short","colour",356.8636416,293,237.2,77.3,351.2
"10_short","repetition","pure","short","colour",236.5751888,211.4,18.1,298.5,153.5
"10_short","repetition","pure","short","colour",299.9251506,31.1,158.9,294.7,248.4
"10_short","repetition","pure","short","colour",58.3428337,71.5,227.3,166.4,114.7
"10_short","repetition","pure","short","colour",302.4155473,303.2,34.3,151.8,221.2
"10_short","repetition","pure","short","colour",229.9090621,218.4,279.1,346.1,31.3
"10_short","repetition","pure","short","colour",235.750967,134.1,247.8,290.5,71.4
"10_short","repetition","pure","short","colour",193.0516653,213.8,253.8,64.1,347.5
"10_short","repetition","pure","short","colour",2.138682578,329.5,215.6,31.8,100.2
"10_short","repetition","pure","short","colour",227.277609,234.9,124,333.7,57.1
"10_short","repetition","pure","short","colour",4.642037814,349.3,30.7,196,256.9
"10_short","repetition","pure","short","colour",34.97100194,33.4,198.8,128.6,243.9
"10_short","repetition","pure","short","colour",323.7461623,320.7,165.7,125.1,268.6
"10_short","repetition","pure","short","colour",236.5751888,251.3,146.5,37.3,203.8
"10_short","repetition","pure","short","colour",279.896672,262.6,188.7,359,315.4
"10_short","repetition","pure","short","colour",61.38954033,70.9,226.5,337.7,118.1
"10_short","repetition","pure","short","colour",294.1836122,296.8,195.1,249.5,49.6
"10_short","repetition","pure","short","colour",244.5057733,106.6,306.4,23.6,220.1
"10_short","repetition","pure","short","colour",285.8154,287.9,176.5,22.4,244.2
"10_short","repetition","pure","short","colour",358.4991439,348.5,163.7,236.7,121.8
"10_short","repetition","pure","short","colour",299.3704044,165.1,305.2,34.2,208.8
"10_short","repetition","pure","short","colour",32.18801941,38.7,119.3,324.5,256.2
"10_short","repetition","pure","short","colour",61.26741808,63.3,285.3,204.7,351.6
